user_id,rscs_1,rscs_2,rscs_3,rscs_4,rscs_5,rscs_6,rscs_7,rscs_8,rscs_9,rscs_10,rscs_11,rscs_12,rscs_13,rscs_14,rscs_15,rscs_16
al_fe_1978_06_14_547_f,3,2,3,2,3,2,2,1,2,2,2,3,2,4,2,2
an_sz_1999_07_10_265_f,2,4,3,4,3,3,3,1,3,2,2,3,4,3,3,3
da_ga_2000_10_03_215_f,2,3,3,3,4,3,3,1,3,2,1,3,3,3,3,3
ir_ro_2000_01_09_922_f,3,2,4,1,4,2,3,1,3,1,1,3,1,4,3,4
gi_bi_1999_05_11_480_f,3,2,4,2,4,2,1,1,4,3,1,2,2,4,4,4
ma_cu_2000_10_31_638_f,2,2,3,2,2,2,2,1,3,3,1,3,2,3,3,3
sa_la_2000_07_05_596_f,2,3,3,2,3,3,3,1,3,3,2,3,3,3,4,4
el_le_1998_05_07_212_f,2,3,2,1,1,3,3,2,2,3,3,2,1,3,3,3
co_fa_1998_10_22_572_f,3,2,4,1,3,2,2,1,3,3,3,2,1,4,3,3
ma_ri_2000_10_15_529_f,3,2,4,2,4,2,2,1,3,3,2,3,2,3,3,3
an_va_2000_02_27_112_m,2,2,3,2,4,3,3,1,3,2,2,3,2,3,3,3
fr_di_1999_07_23_617_m,2,4,4,3,4,4,4,1,4,3,1,3,3,4,3,3
ma_tr_2000_11_10_536_f,3,3,3,1,3,3,2,1,3,3,2,2,2,4,3,2
er_co_2000_12_04_084_f,4,1,4,2,4,1,1,1,4,4,1,4,1,4,4,4
ch_ma_2000_06_05_667_f,3,2,4,3,4,3,2,2,3,3,2,3,3,4,3,3
fr_ma_2000_11_07_432_f,1,3,4,2,3,3,3,1,2,3,2,2,1,4,2,2
da_ma_1999_03_20_644_m,3,2,3,4,3,2,1,2,3,3,2,3,4,3,4,3
ar_gi_1994_09_17_143_f,2,3,4,2,3,3,3,2,4,3,2,3,2,4,3,4
ce_bu_2000_04_14_337_f,3,3,4,1,4,3,3,1,3,3,1,2,1,4,3,3
el_bo_2000_07_15_336_f,2,2,4,1,3,3,2,1,2,2,1,2,1,4,2,3
an_st_ve_2002_04_08_976_f,3,2,4,4,4,3,2,2,3,3,2,3,3,4,3,4
ia_an_2000_04_05_431_f,3,3,4,3,3,2,1,1,4,3,2,3,4,4,4,4
fr_vi_1998_02_11_212_f,4,1,4,1,3,1,1,1,4,4,2,1,1,4,4,4
an_fo_2000_11_24_424_f,3,3,4,3,4,3,4,2,3,2,3,3,3,4,3,2
ma_pa_2000_12_15_362_f,3,2,4,3,4,3,3,1,3,3,1,4,3,4,3,3
de_ca_2000_05_13_261_f,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3
il_na_2000_03_16_498_f,3,2,4,3,3,2,2,2,4,3,1,3,4,4,3,3
ch_gj_2000_05_02_216_f,4,1,3,3,2,1,1,2,3,4,1,3,3,2,3,4
li_bo_2000_07_24_262_f,3,4,4,4,4,4,4,1,4,4,1,2,4,4,4,4
al_ta_1998_09_06_549_f,3,2,4,4,4,2,1,1,4,4,1,3,3,4,3,3
fr_la_2000_09_28_698_f,2,3,4,3,4,3,3,1,3,3,1,3,3,4,2,3
gi_fe_2000_01_15_967_f,3,3,4,3,3,3,3,1,3,3,1,3,2,4,4,3
fr_fa_1999_04_27_330_f,3,2,4,2,3,1,2,2,4,3,3,3,2,4,2,3
ev_lo_1999_02_08_396_f,2,2,3,1,4,4,3,1,2,3,1,2,1,4,2,3
ed_ca_2000_11_06_086_m,2,4,4,3,3,3,3,1,2,2,1,3,3,4,2,2
ch_ga_2001_11_09_087_f,3,3,3,1,4,3,3,1,2,2,2,2,1,4,2,3
co_gu_2000_07_25_832_f,2,2,3,2,3,2,3,1,1,1,1,3,2,3,1,2
la_ta_2000_03_02_786_f,3,2,4,3,4,2,2,2,3,3,2,2,3,4,3,3
ch_po_2000_08_07_151_f,4,1,4,2,4,1,1,1,4,4,1,2,2,4,4,4
sa_mu_2000_06_16_732_f,3,3,3,2,4,3,3,2,3,3,2,3,2,3,3,3
ju_do_2000_05_23_608_f,1,2,3,2,3,2,2,1,1,1,2,2,2,3,1,1
ir_ro_1999_06_26_855_f,3,2,2,3,4,3,3,2,2,2,1,3,3,4,2,3
no_gi_1998_10_19_821_f,2,3,4,3,3,3,4,2,3,3,2,3,3,3,2,3
il_ga_2000_11_02_873_f,2,2,4,2,4,3,3,1,3,2,1,4,2,3,1,3
au_sa_2000_04_18_979_f,3,2,4,2,3,2,1,2,3,3,2,2,2,4,3,4
mi_an_2000_07_21_542_f,3,1,4,4,4,1,1,1,4,4,1,3,3,4,3,3
gi_ro_1998_03_25_382_f,3,3,4,2,3,2,1,1,3,4,1,2,1,4,3,4
fr_ve_1999_01_07_843_f,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,3
al_na_2000_11_04_412_f,4,1,4,2,3,1,1,1,4,3,1,2,2,4,3,4
er_ca_1999_01_316_f,3,3,4,2,4,3,3,1,3,2,1,3,3,4,3,3
fe_co_2000_08_09_498_m,2,4,3,1,2,4,4,2,3,3,4,3,1,3,2,3
em_va_2000_02_11_669_f,3,1,4,3,4,1,1,1,3,3,1,2,3,4,3,3
le_st_2000_08_05_068_f,2,4,4,3,4,4,3,2,3,3,1,3,2,4,3,3
an_ga_1999_07_31_073_m,3,2,4,2,4,1,3,2,3,3,2,3,2,4,3,4
be_ba_2000_11_16_082_f,3,1,4,2,4,1,2,1,3,4,2,3,2,4,4,3
cl_be_1980_09_22_062_f,3,2,4,3,4,2,2,1,3,4,1,4,3,4,4,4
ir_co_1996_09_14_990_f,2,3,4,2,4,3,3,1,2,3,1,4,2,4,4,4
va_fa_1992_03_30_800_f,2,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2
gi_de_2000_05_01_126_f,3,2,3,1,3,1,3,1,3,2,1,2,2,3,2,4
il_co_2000_02_17_873_f,4,2,4,2,4,2,2,1,4,3,1,2,3,4,4,4
au_fe_2000_04_16_652_f,3,3,3,2,4,3,3,2,3,3,2,4,2,4,3,3
fr_er_2000_06_09_383_f,3,3,3,1,3,3,3,2,3,3,3,2,1,4,3,3
je_be_1999_12_16_900_f,3,2,4,3,3,2,2,1,3,3,1,3,2,4,3,4
an_pi_2000_08_12_773_f,3,2,4,3,3,2,2,2,3,3,2,3,2,4,3,3
yl_ma_2000_09_16_613_f,3,2,4,1,4,3,3,1,4,3,1,4,1,4,3,4
ma_al_2000_05_26_624_m,3,2,3,2,3,2,2,2,3,3,2,3,2,3,3,3
vi_co_2000_12_01_146_f,2,2,4,2,3,2,3,3,3,3,2,3,2,4,3,3
fr_qu_2000_03_07_391_f,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3
ru_ro_1998_07_02_501_f,2,2,4,2,4,2,2,1,2,2,1,2,1,4,2,3
el_lu_2000_01_20_337_f,2,2,3,2,3,2,2,2,3,3,2,3,2,3,3,4
ga_bu_2000_08_06_000_f,3,2,4,2,3,1,2,1,3,3,2,2,3,3,3,3
ca_pa_1999_11_19_544_f,2,3,4,1,3,3,3,1,2,3,2,3,1,4,3,3
ch_be_1998_08_11_011_f,3,1,4,3,4,2,1,1,2,3,1,4,3,4,3,4
ca_ca_2000_12_08_220_f,2,3,4,2,4,3,3,1,3,3,1,3,2,4,2,3
gi_va_2000_10_27_812_f,1,4,4,1,3,4,4,1,2,2,2,2,1,4,2,2
an_bo_1988_08_24_166_f,2,4,4,1,4,3,3,1,1,1,1,1,2,4,1,1
gi_ma_2000_07_03_573_f,3,2,4,2,3,2,2,1,2,3,2,3,2,4,3,3
de_sc_2000_10_27_798_f,3,3,4,1,3,3,3,3,3,3,1,3,2,3,3,3
la_sa_2000_04_24_139_f,2,3,4,3,4,3,3,1,3,2,2,3,2,4,2,3
li_bu_2000_07_13_102_f,3,1,4,4,4,1,1,1,4,4,1,4,3,4,4,4
fr_av_2000_09_06_692_f,2,2,4,2,4,2,2,1,4,4,2,4,2,4,4,4
ce_me_2000_10_03_351_f,2,3,4,2,3,3,3,1,3,3,2,3,2,4,3,3
sa_ro_1999_10_06_740_f,2,2,4,1,4,2,3,2,3,3,3,1,1,4,2,3
gi_pa_1998_09_14_385_f,3,1,3,3,4,1,1,2,4,3,2,4,4,3,4,4
ha_am_1999_12_02_928_f,2,2,3,1,3,2,2,1,2,1,1,2,1,4,3,2
so_al_1998_05_20_025_f,3,3,4,3,4,2,3,1,3,3,2,3,3,4,4,4
il_pa_2000_05_05_178_f,3,2,1,1,4,2,1,3,4,4,3,3,2,3,4,4
fr_ra_1992_07_12_212_f,2,2,4,2,4,2,2,1,3,1,2,2,2,4,2,2
ch_la_2000_08_02_899_f,2,3,4,3,3,4,4,1,2,2,3,3,3,3,2,2
fr_ar_2000_09_23_472_f,2,4,4,1,4,3,2,1,2,1,1,3,3,4,3,3
so_co_2000_05_03_616_f,3,2,4,2,4,2,2,1,3,3,1,3,3,4,3,3
si_pa_1999_07_07_119_f,4,2,4,2,4,1,2,1,4,4,2,1,1,4,4,4
sa_ce_2000_05_29_332_f,1,4,4,1,3,3,2,1,1,2,1,3,2,4,1,1
cl_ro_1999_09_14_930_f,2,3,3,1,4,4,3,1,2,2,1,1,1,4,2,3
